"a52a859","jc3943","Tue, 31 Jan 2023 14:28:09 -0500","removed stand-alone host for unknown issue",	"85fc253","jc3943","Tue, 31 Jan 2023 11:01:36 -0500","removed stand-alone host for unknown issue",	"f525047","jc3943","Tue, 31 Jan 2023 06:50:32 -0500","fixed hostIpAddrs.csv vars",
"d4e7104","jc3943","Mon, 30 Jan 2023 21:42:29 -0500","removed stale tfstate data and added esxi-bm host to devClaim vars",	"9c959c9","jc3943","Mon, 30 Jan 2023 20:26:11 -0500","changed wait state for secondary pipeline to false as not supported",	"537c020","jc3943","Mon, 30 Jan 2023 20:17:54 -0500","change conditional in aciDhcpRelay.yml relay provider",
"9659e18","jc3943","Mon, 30 Jan 2023 19:58:52 -0500","changed resolution immediacy to pre-provision due to issue with vapic",	"2d51e63","jc3943","Mon, 30 Jan 2023 19:56:37 -0500","changed resolution immediacy to pre-provision due to issue with vapic",	"048029f","jc3943","Mon, 30 Jan 2023 19:49:48 -0500","changed resolution immediacy to pre-provision due to issue with vapic",
"6297cfe","jc3943","Mon, 30 Jan 2023 19:42:22 -0500","updates for full day-0 pipeline build",	"a44ef55","jc3943","Mon, 30 Jan 2023 19:03:04 -0500","prepping for full pipeline build",	"b130c93","jc3943","Mon, 30 Jan 2023 17:21:27 -0500","adding to ubuntu automation, facts debugging",
"5513e9e","jc3943","Mon, 30 Jan 2023 17:17:18 -0500","adding to ubuntu automation, facts debugging",	"9c3e655","jc3943","Mon, 30 Jan 2023 17:10:30 -0500","adding to ubuntu automation, facts debugging",	"c336156","jc3943","Mon, 30 Jan 2023 16:49:57 -0500","adding to ubuntu automation, facts debugging",
"f1ed3da","jc3943","Mon, 30 Jan 2023 16:46:14 -0500","adding to ubuntu automation, facts debugging",	"c97d5bb","jc3943","Mon, 30 Jan 2023 16:43:37 -0500","adding to ubuntu automation, facts debugging",	"af460f0","jc3943","Mon, 30 Jan 2023 16:39:57 -0500","adding to ubuntu automation, facts debugging",
"50baca4","jc3943","Mon, 30 Jan 2023 15:45:38 -0500","adding to ubuntu automation, facts debugging",	"cb13534","jc3943","Mon, 30 Jan 2023 15:40:02 -0500","adding to ubuntu automation, facts debugging",	"fb78316","jc3943","Mon, 30 Jan 2023 15:34:43 -0500","adding to ubuntu automation, facts debugging",
"6e7dbd3","jc3943","Mon, 30 Jan 2023 15:30:02 -0500","adding to ubuntu automation, facts debugging",	"a098748","jc3943","Mon, 30 Jan 2023 14:26:17 -0500","adding to ubuntu automation",	"3feeb8a","jc3943","Mon, 30 Jan 2023 14:13:36 -0500","adding to ubuntu automation",
"1b3173f","jc3943","Mon, 30 Jan 2023 13:52:19 -0500","adding to ubuntu automation",	"13234b2","jc3943","Mon, 30 Jan 2023 13:49:41 -0500","adding to ubuntu automation",	"ac436b7","jc3943","Mon, 30 Jan 2023 13:45:12 -0500","adding to ubuntu automation",
"9709f66","jc3943","Mon, 30 Jan 2023 13:43:02 -0500","adding to ubuntu automation",	"3b65f9a","jc3943","Mon, 30 Jan 2023 13:40:09 -0500","adding to ubuntu automation",	"818314c","jc3943","Mon, 30 Jan 2023 13:06:11 -0500","adding to ubuntu automation",
"7cec483","jc3943","Mon, 30 Jan 2023 13:02:48 -0500","adding to ubuntu automation",	"5ef4eeb","jc3943","Mon, 30 Jan 2023 12:35:08 -0500","updated datastore",	"79c80a9","jc3943","Mon, 30 Jan 2023 12:33:37 -0500","updated ubuntu ova playbook",
"aafb7c3","jc3943","Mon, 30 Jan 2023 12:25:31 -0500","adding k8s-canaries",	"d9240fc","jc3943","Mon, 30 Jan 2023 12:07:16 -0500","updated ubuntu ova deployment vars",	"ea2d8ae","jc3943","Mon, 30 Jan 2023 11:36:45 -0500","updated dhcpRelay for providerIP",
"96b4c50","jc3943","Mon, 30 Jan 2023 11:27:49 -0500","updated k8s-jenkinsfile for dhcpRelay",	"db55e13","jc3943","Mon, 30 Jan 2023 11:26:51 -0500","updated k8s-jenkinsfile for dhcpRelay",	"4d4881e","jc3943","Mon, 30 Jan 2023 09:24:15 -0500","adding ubuntu ova deployment",
"63f0b1d","jc3943","Sun, 29 Jan 2023 21:26:56 -0500","fixed typo in k8s-jenkinsfile",	"7a4a140","jc3943","Sun, 29 Jan 2023 21:08:51 -0500","chnaged vcsa deploy vars",	"c9612d9","jc3943","Sun, 29 Jan 2023 21:00:35 -0500","chnaged vcsa ova url",
"1d92b85","jc3943","Sun, 29 Jan 2023 20:52:57 -0500","chnaged vcsa ova url",	"f93636f","jc3943","Sun, 29 Jan 2023 20:49:12 -0500","added stage to kickoff bare metal install pipeline to k8s-jenkinsfile",	"847e7ef","jc3943","Sun, 29 Jan 2023 20:47:39 -0500","added stage to kickoff bare metal install pipeline to k8s-jenkinsfile",
"9d7c9f3","jc3943","Sun, 29 Jan 2023 20:39:04 -0500","removed terraform state data",	"a051c2f","jc3943","Sun, 29 Jan 2023 20:04:51 -0500","fixed type in k8s-ucs-bm-jenkinsfile",	"1a4c6f8","jc3943","Sun, 29 Jan 2023 19:51:52 -0500","fixed type in k8s-ucs-bm-jenkinsfile",
"ca564f5","jc3943","Sun, 29 Jan 2023 19:45:14 -0500","fixed type in k8s-ucs-bm-jenkinsfile",	"c4da257","jc3943","Sun, 29 Jan 2023 19:35:10 -0500","fixed type in k8s-ucs-bm-jenkinsfile",	"3cca45f","jc3943","Sun, 29 Jan 2023 19:32:20 -0500","added terraform files for repo creation and bm os install",
"5b89fe9","jc3943","Wed, 25 Jan 2023 18:09:25 -0500","updated bare-metal-aep.csv and tenant.csv for additional header aep/encap  assignment for physical domain and dhcp related tasks",	"01c63e7","jc3943","Fri, 20 Jan 2023 11:15:08 -0500","Merge branch 'bh-prod' into sandbox",	"ee23283","jc3943","Thu, 19 Jan 2023 18:58:26 -0500","added env var for apic ip address",
"7e49394","jc3943","Thu, 19 Jan 2023 14:42:46 -0500","rem'd role on build",	"cdb27e4","jc3943","Thu, 19 Jan 2023 13:51:03 -0500","added role back in for initial discovery",	"9658faa","jc3943","Thu, 19 Jan 2023 10:50:12 -0500","rem'd role as this causes an error currently",
"83f478e","jc3943","Thu, 19 Jan 2023 10:25:48 -0500","updated to correct datastore for bh-prod",	"0781e19","jc3943","Thu, 19 Jan 2023 10:21:21 -0500","updated tenant.csv template headers",	"dcd369a","jc3943","Thu, 19 Jan 2023 10:06:00 -0500","updated tenant seed files",
"97fa2d3","jc3943","Mon, 16 Jan 2023 21:00:08 -0500","added an EPG to tenant.csv",	"c35fa0b","jc3943","Mon, 16 Jan 2023 20:56:52 -0500","added an EPG to tenant.csv",	"10ee709","jc3943","Mon, 16 Jan 2023 19:31:33 -0500","working on ova deployment script for vapic",
"6ae255d","jc3943","Thu, 12 Jan 2023 20:28:55 -0500","update bare-metal-aep.csv for header row",	"122b27e","jc3943","Thu, 12 Jan 2023 13:05:39 -0500","minor mods and merge conflict resolved Merge branch 'master' into vapic-eft",	"725e7f7","jc3943","Thu, 12 Jan 2023 13:04:32 -0500","modified tenant creation playbook",
"67f4502","jc3943","Thu, 12 Jan 2023 07:27:30 -0500","added k8s-vapic-sandbox jenkinsfile for eft testing",	"e3c4147","jc3943","Tue, 10 Jan 2023 20:45:00 -0500","removed dhcp relay task from make-tenants as it is elsewhere",	"0144904","jc3943","Tue, 10 Jan 2023 20:40:00 -0500","modified tenant.csv to match addition of header row and dhcpRelay key",
"5166f36","jc3943","Tue, 10 Jan 2023 20:33:34 -0500","modifid typo in aciMakeTenants",	"89a047f","jc3943","Tue, 10 Jan 2023 20:30:45 -0500","modified  type in jenkinsfile",	"8749afc","jc3943","Sun, 8 Jan 2023 20:14:23 -0500","added aci dhcp relay and modified seed csv for header row",
"11f4381","jc3943","Fri, 6 Jan 2023 18:21:52 -0500","fixed path in devClaim ... this needs variablized",	"23453d5","jc3943","Fri, 6 Jan 2023 18:05:50 -0500","modified vars to match branch and fixed cluster mask",	"03c0b88","jc3943","Fri, 6 Jan 2023 16:58:39 -0500","removing junk files",
"e1a982b","jc3943","Wed, 4 Jan 2023 18:07:20 -0500","added role to leaf and spine discovery scripts as GX2B could be either",	"a853326","jc3943","Wed, 4 Jan 2023 09:21:19 -0500","modified vars for vapic-eft",	"31d4e54","jc3943","Tue, 3 Jan 2023 19:00:59 -0500","initial branch commit and var mods",
"699a9ab","jc3943","Tue, 3 Jan 2023 17:20:12 -0500","minor mod to utils",	"3d6a149","jc3943","Tue, 20 Dec 2022 16:41:46 -0500","updates switch-inventory.yaml",	"5ee9109","jc3943","Thu, 15 Dec 2022 19:08:47 -0600","minor mods to mac_lookup.py",
"b65ad82","jc3943","Wed, 14 Dec 2022 19:41:39 -0600","working on mac lookup iosxe",	"17e270a","Kelly Jones (kellyjon)","Wed, 14 Dec 2022 18:55:40 -0500","added wti upgrade code",	"edfd567","Kelly Jones (kellyjon)","Wed, 14 Dec 2022 18:53:15 -0500","Merge branch 'bh-prod' of github.com:jc3943/LTRATO-3001 into bh-prod",
"7130ccf","jc3943","Wed, 14 Dec 2022 15:26:00 +0000","added mac_lookup.py unmodified fron git hank preston",	"c864f20","jc3943","Wed, 7 Dec 2022 20:51:04 -0500","commit from bh-prod Merge branch 'bh-prod'",	"13ba6ff","jc3943","Wed, 7 Dec 2022 20:50:48 -0500","removing junk files",
"6f1a297","jc3943","Wed, 7 Dec 2022 20:49:29 -0500","fixing merge conflicts",	"f4cf57a","jc3943","Wed, 7 Dec 2022 20:47:49 -0500","added hx-getClusterState.py",	"05fc4b1","jc3943","Tue, 6 Dec 2022 14:19:52 -0500","updated switch-inventory.csv and hostIpAddres.csv",
"6fef1af","jc3943","Fri, 2 Dec 2022 10:02:45 -0500","fixed datastore reference",	"c96eb69","jc3943","Fri, 2 Dec 2022 09:11:41 -0500","updated all to original esxi host for vcsa",	"bf8ce94","jc3943","Thu, 1 Dec 2022 22:36:02 -0500","removed add host task to vcsa-create.yml temporarily",
"8b2185a","jc3943","Thu, 1 Dec 2022 22:19:27 -0500","removed ntp setting from vcsa-create.yml",	"8c4cf84","jc3943","Thu, 1 Dec 2022 22:11:19 -0500","updates to reflect new esxi host",	"65afd5e","jc3943","Thu, 1 Dec 2022 22:09:40 -0500","updates to reflect new esxi host",
"5602dc8","jc3943","Thu, 1 Dec 2022 22:07:48 -0500","updates to reflect new esxi host",	"b0be27a","jc3943","Thu, 1 Dec 2022 19:36:55 -0500","changed switch-inventory.csv to reflect correct vcenter parms",	"3920cc8","jc3943","Thu, 1 Dec 2022 18:37:42 -0500","changed apic ip in docker-jenkinsfile for aciHxPortOps.py",
"2792ed7","jc3943","Thu, 1 Dec 2022 18:31:04 -0500","modified hardcoded file values in aciCreate_port_yaml.py",	"00befe4","jc3943","Thu, 1 Dec 2022 18:25:09 -0500","modified hardcoded file values in aciCreate_port_yaml.py",	"4d038c1","jc3943","Thu, 1 Dec 2022 18:24:25 -0500","modified hardcoded file values in aciCreate_port_yaml.py",
"185c070","jc3943","Thu, 1 Dec 2022 18:15:11 -0500","fixed issue with port-defs.csv",	"3464c06","jc3943","Thu, 1 Dec 2022 18:07:43 -0500","attempting different esxi host",	"f543d49","jc3943","Thu, 1 Dec 2022 18:00:56 -0500","attempting different esxi host",
"c3e76f0","jc3943","Thu, 1 Dec 2022 17:57:55 -0500","attempting different esxi host",	"711b381","jc3943","Thu, 1 Dec 2022 17:52:45 -0500","attempting different esxi host",	"cce2dc4","jc3943","Thu, 1 Dec 2022 16:30:22 -0500","attempting different esxi host",
"034a0cc","jc3943","Thu, 1 Dec 2022 15:46:12 -0500","attempting different esxi host",	"e678922","jc3943","Thu, 1 Dec 2022 15:44:09 -0500","attempting different esxi host",	"3d4f9f6","jc3943","Thu, 1 Dec 2022 14:53:00 -0500","switching to different vcsa ova file",
"ab62060","jc3943","Thu, 1 Dec 2022 12:26:47 -0500","fixed yet another typo",	"0c86de9","jc3943","Thu, 1 Dec 2022 12:08:03 -0500","fixed esxi host address for vcsa-create.yml",	"3e6070b","jc3943","Thu, 1 Dec 2022 12:00:14 -0500","fixed esxi host address for vcsa-create.yml",
"0ef200b","jc3943","Thu, 1 Dec 2022 11:54:08 -0500","fixed type on esxi host address vcsa-create.yml",	"09fd602","jc3943","Thu, 1 Dec 2022 09:36:16 -0500","updated domain name in vcsa-create.yml",	"a330d2c","jc3943","Thu, 1 Dec 2022 09:28:56 -0500","updated vcenter creds for vmm domain association",
"8740f24","jc3943","Wed, 30 Nov 2022 17:30:01 -0500","modified branch specific vars",	"78c2ef2","jc3943","Wed, 30 Nov 2022 13:54:24 -0500","re-sync",	"a9333f9","jc3943","Tue, 29 Nov 2022 15:01:13 -0500","modifed nodeHealth python for test criteria",
"633d81e","jc3943","Tue, 29 Nov 2022 14:57:37 -0500","modifed nodeHealth python for test criteria",	"e06a9c0","jc3943","Tue, 29 Nov 2022 14:52:58 -0500","modifed nodeHealth python for test criteria",	"27d5ca1","jc3943","Tue, 29 Nov 2022 14:51:22 -0500","modifed nodeHealth python for test criteria",
"80180d9","jc3943","Tue, 29 Nov 2022 14:50:10 -0500","modifed nodeHealth python for test criteria",	"9655fab","jc3943","Tue, 29 Nov 2022 14:47:14 -0500","modifed nodeHealth python for test criteria",	"98ff9ad","jc3943","Tue, 29 Nov 2022 14:26:39 -0500","modifed cron timer on aciNodeHealth-jenkinsfile for 10m interval",
"6cd1c1f","jc3943","Tue, 29 Nov 2022 14:21:10 -0500","minor fixes in aciGetNodeStates.py and jenkinsfile for periodic execution",	"a313ef3","jc3943","Mon, 28 Nov 2022 17:01:48 -0500","init branch commit with update switch-inventory.csv",	"64ce9fa","jc3943","Mon, 28 Nov 2022 16:18:57 -0500","working aci switch upgrade scripts",
"aef32ad","jc3943","Sun, 27 Nov 2022 17:05:02 -0500","minor cosmetic fixes to apic upgrade script",	"f7cf534","jc3943","Sun, 27 Nov 2022 09:10:56 -0500","resolving issue with apic upgrade status checks",	"40f603a","jc3943","Fri, 25 Nov 2022 20:59:09 -0500","updated aciGetnodeStates python modules",
"15ad29f","jc3943","Wed, 16 Nov 2022 08:59:09 -0600","added dns info for bind pod",	"29a898c","jc3943","Thu, 10 Nov 2022 11:03:53 -0500","changed interpreter from /bin/python3 to /usr/bin/python3 in inv-sandbox-x509",	"ad0da76","jc3943","Thu, 10 Nov 2022 11:00:39 -0500","changed interpreter from /bin/python3 to /usr/bin/python3 in inv-sandbox-x509",
"1fa37a2","jc3943","Thu, 10 Nov 2022 10:03:44 -0500","removed enable_ha and enable_drs from vcsa-create.yml due to remove from galaxy collection",	"1222732","jc3943","Thu, 10 Nov 2022 04:51:55 -0500","removed container defs in docker-aci-jenkinsfile",	"e242771","jc3943","Thu, 10 Nov 2022 04:50:29 -0500","removed container defs in docker-aci-jenkinsfile",
"8d8278f","jc3943","Thu, 10 Nov 2022 04:48:20 -0500","removed container defs in docker-aci-jenkinsfile",	"67513c0","jc3943","Thu, 10 Nov 2022 04:41:02 -0500","added docker based jenkinsfile for aci build",	"384e91a","jc3943","Tue, 8 Nov 2022 21:29:05 -0500","attempting HX destroy automation",
"0b8eb4a","jc3943","Tue, 8 Nov 2022 13:20:55 -0500","added imcAdminPw.py and tested for admin password reset",	"752d25e","jc3943","Tue, 8 Nov 2022 11:55:32 -0500","added ntp settings func to imcOps.py",	"a2a2b8d","jc3943","Tue, 8 Nov 2022 09:32:40 -0500","resolved M4 10G port config issues",
"d29e8a7","jc3943","Mon, 7 Nov 2022 19:43:39 -0500","added hostname and dns python scripts",	"10ca67d","jc3943","Mon, 7 Nov 2022 12:12:32 -0500","working on imcInventory.py",	"7b344de","jc3943","Tue, 1 Nov 2022 17:43:27 -0400","resync",
"9cc4a49","jc3943","Tue, 1 Nov 2022 17:41:53 -0400","working on terraform bulk os install",	"9dc80d7","jc3943","Thu, 27 Oct 2022 12:49:17 -0700","restored pod1 k8s-jenkinsfile for full pipeline",	"6ea5300","jc3943","Thu, 27 Oct 2022 09:22:16 -0700","working terraform osInstall",
"254bb51","jc3943","Mon, 17 Oct 2022 20:17:34 -0400","modified tft/intersight/hxDevClaim/intersightDevClaim.tf",	"ddf077b","jc3943","Mon, 17 Oct 2022 20:03:37 -0400","mods for techTap demo",	"763c987","jc3943","Mon, 17 Oct 2022 19:56:36 -0400","adding in kickstart for intersight bmInstall",
"e08d798","jc3943","Tue, 11 Oct 2022 19:03:56 -0400","modified k8s-jenkinsfile for just tenant mods",	"4ccd1a1","jc3943","Tue, 11 Oct 2022 18:54:58 -0400","modified k8s-jenkinsfile for just tenant mods",	"2e8a50f","jc3943","Tue, 11 Oct 2022 18:45:59 -0400","modified k8s-jenkinsfile for just tenant mods",
"b93a830","jc3943","Tue, 11 Oct 2022 18:41:29 -0400","added nso-tenant for demo",	"6bc659b","jc3943","Tue, 11 Oct 2022 18:29:28 -0400","modified k8s-ucs-jenkinsfile, aciOps.py, aciFabricSwitchUpgrade",	"7d6f534","jc3943","Sun, 9 Oct 2022 22:28:23 -0400","removed a few non-descript remarks",
"bac7667","jc3943","Thu, 29 Sep 2022 19:52:26 -0400","fixing L3 out to add node 202",	"0ba6cad","jc3943","Thu, 29 Sep 2022 19:05:10 -0400","remove apic upgrade step from pipeline to save time",	"cc9c754","jc3943","Thu, 29 Sep 2022 18:36:00 -0400","updated L3-out.json for leaf-202 L3",
"fe75350","jc3943","Thu, 29 Sep 2022 18:29:31 -0400","updated switch-inventory.csv for fw domain",	"6f89fb9","jc3943","Thu, 29 Sep 2022 18:14:28 -0400","updated port-defs.csv for stand-alone esxi hosts",	"8d0ba3e","jc3943","Thu, 29 Sep 2022 16:38:32 -0400","updated vcsa-create.yml to remove adding virtual esxi host",
"8bf2a0d","jc3943","Thu, 29 Sep 2022 16:37:23 -0400","updated dev.tfvars for disk cleanup",	"7597d3d","jc3943","Thu, 29 Sep 2022 13:20:39 -0400","updated k8s-ucs-jenkinsfile to enable all scripts for test",	"0b9b334","jc3943","Thu, 29 Sep 2022 12:10:06 -0400","updated vcsa-create.yml for new vcsa ova",
"7f27d97","jc3943","Tue, 27 Sep 2022 21:07:18 -0400","hardcoded vcsa ip, dns issue",	"4425adc","jc3943","Tue, 27 Sep 2022 21:03:59 -0400","updates path to hx-hosts.csv",	"90f884b","jc3943","Tue, 27 Sep 2022 21:00:30 -0400","changed hxHosts-vcenter-tasks.yml to match localhost",
"30cfa2f","jc3943","Tue, 27 Sep 2022 20:56:05 -0400","fixed syntax error in jenkinsfile",	"d0f43e7","jc3943","Tue, 27 Sep 2022 20:52:09 -0400","modified hxHosts-vcenter-tasks.yml and added to k8s-ucs-jenkinsfile",	"6539361","jc3943","Tue, 27 Sep 2022 20:47:29 -0400","modified hxHosts-vcenter-tasks.yml and added to k8s-ucs-jenkinsfile",
"30115cf","jc3943","Mon, 26 Sep 2022 11:07:32 -0400","adding script to power cycle server post vnic create",	"c22a3ba","jc3943","Mon, 26 Sep 2022 09:42:27 -0400","adding in scripts to create vnics on hx hosts",	"a28d4b9","jc3943","Fri, 23 Sep 2022 10:44:34 -0400","prepping k8s-jenkinsfile for imc operations",
"00b6b81","jc3943","Fri, 23 Sep 2022 10:17:38 -0400","revised aciHxVpcOps.py to handle shut/noshut of hx edge vpc ports",	"76aedb1","jc3943","Fri, 23 Sep 2022 09:33:48 -0400","reconstructed L3-Out.json",	"2b96757","jc3943","Thu, 22 Sep 2022 20:31:29 -0400","reconstructed L3-Out.json",
"13be00a","jc3943","Thu, 22 Sep 2022 19:17:31 -0400","added L3 out port profile",	"8e0e135","jc3943","Thu, 22 Sep 2022 18:11:19 -0400","added L3 domain to switch-inventory.csv",	"57a7d36","jc3943","Wed, 21 Sep 2022 10:07:08 -0400","added column to port defs for node id, updating aciPortOps.py to use port-defs.csv for port ops shut/noshut",
"e442224","jc3943","Wed, 21 Sep 2022 09:39:31 -0400","added vpc to port-defs.csv and updated imc routines for vnic create on hx nodes",	"801fbb3","jc3943","Tue, 20 Sep 2022 20:03:56 -0400","modified hxHosts-vcenter-tasks.yml per env",	"5a3dcd5","jc3943","Tue, 20 Sep 2022 19:46:34 -0400","added hx host ansible playbook for post install tasks",
"77252b1","jc3943","Tue, 20 Sep 2022 19:41:28 -0400","added hx host ansible playbook for post install tasks",	"53c3af5","jc3943","Tue, 20 Sep 2022 15:45:07 -0400","updated pipeline for hx data store creation",	"9ffadcb","jc3943","Tue, 20 Sep 2022 15:41:18 -0400","updated pipeline for hx data store creation",
"54fe4c5","jc3943","Tue, 20 Sep 2022 15:33:17 -0400","updated hx-createDatastore for current pipeline",	"d424de4","jc3943","Tue, 20 Sep 2022 09:28:01 -0400","updated dynamic runner yanl sleep timer to support long lived workflows",	"786e9c4","jc3943","Mon, 19 Sep 2022 04:27:14 -0400","switching back to vsphere 6.7 due to licensing issues",
"a9c5cf5","jc3943","Fri, 16 Sep 2022 21:37:14 -0400","removing hx proxy config from terraform",	"9f96ce2","jc3943","Fri, 16 Sep 2022 11:00:23 -0700","changed vcsa version to support M5 cluster default esxi7",	"f1c3eba","jc3943","Fri, 16 Sep 2022 08:36:40 -0700","changed intersight tag for hx policies",
"ab41720","jc3943","Fri, 16 Sep 2022 08:24:34 -0700","changed node profile filter mechanism",	"2bb2147","jc3943","Fri, 16 Sep 2022 07:51:15 -0700","updated vars to use M5 cluster",	"9d1059d","jc3943","Thu, 15 Sep 2022 20:01:02 -0700","updated vars to use M5 cluster",
"f5bcab8","jc3943","Thu, 15 Sep 2022 16:50:03 -0700","fixed key error in statusHXDeploy",	"4c9f941","jc3943","Thu, 15 Sep 2022 11:26:49 -0700","looking at esxi root pw issue",	"2731a2a","jc3943","Wed, 14 Sep 2022 10:49:46 -0700","fixed key error in statusHXDeploy",
"ea676be","jc3943","Wed, 14 Sep 2022 10:31:50 -0700","fixed key error in statusHXDeploy",	"c8706bf","jc3943","Wed, 14 Sep 2022 10:25:33 -0700","fixed key error in statusHXDeploy",	"176e050","jc3943","Wed, 14 Sep 2022 07:57:06 -0700","updated tenant.yaml to reflect current tenant.yaml",
"9c8dd5c","jc3943","Wed, 14 Sep 2022 07:51:38 -0700","removed json payload from deploy status get request",	"63d45df","jc3943","Wed, 14 Sep 2022 07:32:48 -0700","fixed mis-configured vcsa address, added hx deployment validation",	"faa4a84","jc3943","Wed, 14 Sep 2022 07:31:20 -0700","fixed mis-configured vcsa address, added hx deployment validation",
"b6c8094","jc3943","Wed, 14 Sep 2022 07:16:53 -0700","updated env.tfvars for the correct vcenter",	"602a54f","jc3943","Wed, 14 Sep 2022 05:45:46 -0700","added hx profile deployment back to pipeline",	"9ba91c1","jc3943","Tue, 13 Sep 2022 21:19:31 -0700","added pause after device claims",
"bac595f","jc3943","Tue, 13 Sep 2022 20:56:31 -0700","fixed intersight/intersightDevClaimStatus.py to check claim status against terraform targets list",	"6d4e601","jc3943","Tue, 13 Sep 2022 20:36:22 -0700","fixed intersight/intersightDevClaimStatus.py to check claim status against terraform targets list",	"bc903ce","jc3943","Mon, 12 Sep 2022 13:48:49 -0400","j",
"10dee11","jc3943","Mon, 12 Sep 2022 13:06:27 -0400","removed sleep timer, replaced by intersightDevClaimStatus.py",	"6257328","jc3943","Mon, 12 Sep 2022 12:30:17 -0400","modified intersightOps.py",	"f92d2f0","jc3943","Sun, 11 Sep 2022 17:06:53 -0400","adding code to get devClaimStatus",
"dc755c7","jc3943","Sun, 11 Sep 2022 16:19:37 -0400","adding code to get devClaimStatus",	"82fbb29","jc3943","Sun, 11 Sep 2022 14:13:31 -0400","fixed typo in intersightProfiles.py",	"8096720","jc3943","Sun, 11 Sep 2022 11:36:56 -0400","modified dockerfile to include intersight_auth",
"749ef02","jc3943","Sun, 11 Sep 2022 10:48:16 -0400","added hx profile deploy python script to deploy cluster",	"e25187b","jc3943","Sun, 11 Sep 2022 10:28:44 -0400","reduced post devClaim sleep time",	"e617cd8","jc3943","Sun, 11 Sep 2022 10:02:06 -0400","fixed relative path to intersight pem data",
"f7316de","jc3943","Sun, 11 Sep 2022 09:57:50 -0400","moved hxDevClaim, updated k8s-ucs-jenkinsfile for hxEdgeBuildStage",	"3bac416","jc3943","Thu, 8 Sep 2022 13:39:55 -0400","fixed L3 out name and added aaep bm epg maps",	"aa706e7","jc3943","Thu, 8 Sep 2022 13:27:09 -0400","fixed L3 out name and added aaep bm epg maps",
